id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,tmdb_popularity,tmdb_score
tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",['US'],tt0075314,8.3,27.612,8.2
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",['GB'],tt0071853,8.2,18.216,7.8
tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],tt0079470,8.0,17.505,7.8
tm190788,The Exorcist,MOVIE,1973,R,133,['horror'],['US'],tt0070047,8.1,95.337,7.7
ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,"['comedy', 'european']",['GB'],tt0063929,8.8,12.919,8.3
tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",['US'],tt0066999,7.7,14.745,7.5
tm185072,My Fair Lady,MOVIE,1964,G,170,"['drama', 'music', 'romance', 'family']",['US'],tt0058385,7.8,15.949,7.6
tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'drama']",['US'],tt0080453,5.8,44.038,6.2
tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",['US'],tt0061418,7.7,15.309,7.5
tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",['US'],tt0060862,7.3,12.155,7.1
tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",['JP'],tt0079833,7.6,14.008,7.5
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",['US'],tt0079807,8.1,4.681,7.5
tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",['US'],tt0081071,6.9,8.808,6.6
tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['documentation', 'history', 'european']",['DE'],tt0191182,7.5,9.305,7.4
tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],tt0068562,6.2,2.466,6.1
ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,['comedy'],[],tt0202477,8.1,1.49,7.0
tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],tt0092099,6.9,112.137,7.0
ts20681,Seinfeld,SHOW,1989,TV-PG,24,['comedy'],['US'],tt0098904,8.9,128.743,8.3
tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],['US'],tt0092005,8.1,16.096,7.9
tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']","['US', 'IT']",tt0087843,8.3,21.322,8.4
tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",['US'],tt0098635,7.7,16.005,7.4
tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0100758,6.7,22.75,6.6
tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']","['GB', 'US']",tt0093058,8.3,36.502,8.1
tm54450,Christine,MOVIE,1983,R,90,"['horror', 'thriller', 'european']",['US'],tt0085333,6.7,19.311,6.8
tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],['US'],tt0087800,7.4,53.853,7.3
ts22082,Knight Rider,SHOW,1982,TV-PG,51,"['action', 'scifi', 'crime', 'drama']",['US'],tt0083437,6.9,44.378,7.5
tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",['US'],tt0099077,7.8,13.761,7.8
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,"['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama']",['GB'],tt0086815,6.5,49.384,6.6
tm41289,Annie,MOVIE,1982,PG,127,"['drama', 'family', 'comedy']",['US'],tt0083564,6.6,15.857,6.5
tm132694,Pet Sematary,MOVIE,1989,R,103,"['horror', 'fantasy', 'thriller']",['US'],tt0098084,6.5,32.854,6.6
ts20678,Saved by the Bell,SHOW,1989,TV-G,23,"['comedy', 'romance', 'family']",['US'],tt0096694,7.1,16.945,8.0
tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['comedy', 'romance']",['US'],tt0091939,6.7,6.212,6.7
tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,"['comedy', 'documentation']",['US'],tt0092948,7.6,9.727,7.3
tm130586,Endless Love,MOVIE,1981,R,116,"['drama', 'romance']",['US'],tt0082329,4.9,19.518,5.6
ts25028,Wheel of Fortune,SHOW,1983,TV-G,26,['family'],['US'],tt0072584,6.7,1440.855,6.7
ts23753,Major Dad,SHOW,1989,TV-PG,24,"['comedy', 'family']",['US'],tt0096643,6.4,7.506,6.3
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,"['comedy', 'animation', 'family', 'crime', 'european']",['GB'],tt0329829,6.1,25.697,7.3
ts987,Danger Mouse,SHOW,1981,TV-Y,15,"['comedy', 'family', 'scifi', 'animation', 'european']",['GB'],tt0081848,7.4,7.748,7.4
tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,"['comedy', 'documentation']",['US'],tt0307403,7.2,1.791,7.2
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,"['comedy', 'documentation']",['GB'],tt0084352,7.9,7.641,7.4
tm11556,The Quick and the Dead,MOVIE,1995,R,107,"['western', 'thriller', 'action', 'romance']","['US', 'JP']",tt0114214,6.5,17.543,6.5
ts20981,Survivor,SHOW,2000,TV-PG,48,['reality'],['US'],tt0239195,7.4,73.107,7.3
ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,"['scifi', 'drama', 'action']","['US', 'CA']",tt0118480,8.4,167.57,8.2
ts21223,Pokémon,SHOW,1997,TV-Y7,22,"['scifi', 'action', 'comedy', 'fantasy', 'animation', 'family']",['JP'],tt0168366,7.6,138.135,7.6
tm122434,Forrest Gump,MOVIE,1994,PG-13,142,"['drama', 'romance', 'comedy']",['US'],tt0109830,8.8,57.114,8.5
tm106462,Happy Gilmore,MOVIE,1996,PG-13,92,"['comedy', 'sport']",['US'],tt0116483,7.0,16.583,6.6
ts20339,One Piece,SHOW,1999,TV-14,23,"['action', 'comedy', 'animation', 'drama', 'fantasy']",['JP'],tt0388629,8.8,105.955,8.8
tm57554,Saving Private Ryan,MOVIE,1998,R,169,"['drama', 'war']",['US'],tt0120815,8.6,54.874,8.2
ts34435,Cowboy Bebop,SHOW,1998,TV-14,25,"['western', 'action', 'scifi', 'thriller', 'animation', 'comedy', 'drama']",['JP'],tt0213338,8.9,34.769,8.5
ts20927,Star Trek: Deep Space Nine,SHOW,1993,TV-PG,47,"['scifi', 'action', 'drama']",['US'],tt0106145,8.1,61.159,7.9
ts5145,The Challenge,SHOW,1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",['US'],tt0176095,7.8,15.699,7.6
tm192405,Gattaca,MOVIE,1997,PG-13,106,"['thriller', 'drama', 'scifi']",['US'],tt0119177,7.8,18.355,7.6
ts21567,Gilmore Girls,SHOW,2000,TV-14,46,"['comedy', 'drama']",['US'],tt0238784,8.2,51.125,7.8
tm55553,Blade,MOVIE,1998,R,120,"['action', 'scifi', 'horror']",['US'],tt0120611,7.1,47.411,6.7
tm56574,You've Got Mail,MOVIE,1998,PG,119,"['romance', 'drama', 'comedy']",['US'],tt0128853,6.7,15.015,6.6
tm192037,Starship Troopers,MOVIE,1997,R,129,"['scifi', 'thriller', 'action']",['US'],tt0120201,7.3,22.126,7.0
ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,"['scifi', 'action', 'drama', 'thriller', 'fantasy', 'animation']",['JP'],tt0112159,8.5,51.993,8.6
ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,"['scifi', 'comedy', 'family', 'fantasy', 'animation']","['US', 'CA']",tt0108847,7.8,30.176,7.9
tm191989,Donnie Brasco,MOVIE,1997,R,127,"['thriller', 'drama', 'crime']",['US'],tt0119008,7.7,14.769,7.5
ts20960,Power Rangers,SHOW,1993,TV-Y7,22,"['scifi', 'action', 'fantasy', 'family']",['US'],tt0106064,6.5,21.083,6.7
tm65686,U.S. Marshals,MOVIE,1998,PG-13,126,"['thriller', 'crime', 'action']",['US'],tt0120873,6.5,28.657,6.5
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,"['action', 'animation', 'scifi', 'western', 'fantasy', 'comedy', 'family']",['US'],tt0222518,6.2,23.374,6.2
tm54903,Wild Things,MOVIE,1998,R,108,"['drama', 'thriller', 'crime', 'european']",['US'],tt0194542,6.6,22.205,6.3
tm187187,Last Action Hero,MOVIE,1993,PG-13,130,"['comedy', 'action', 'fantasy']",['US'],tt0107362,6.4,18.865,6.4
tm191772,Seven Years in Tibet,MOVIE,1997,PG-13,136,"['drama', 'history', 'war']",['US'],tt0120102,7.1,14.442,7.2
tm121879,A River Runs Through It,MOVIE,1992,PG,123,['drama'],['US'],tt0105265,7.2,16.558,7.1
tm44402,"Girl, Interrupted",MOVIE,1999,R,127,"['drama', 'european']","['US', 'DE']",tt0172493,7.3,17.613,7.5
ts22489,Goosebumps,SHOW,1995,TV-PG,22,"['scifi', 'fantasy', 'horror', 'thriller', 'family', 'music']","['CA', 'US']",tt0111987,7.6,88.924,8.0
ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],tt4834194,7.2,75.438,7.3
ts21034,InuYasha,SHOW,2000,TV-14,25,"['action', 'comedy', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],tt0290223,7.9,149.742,8.6
tm53419,Any Given Sunday,MOVIE,1999,R,162,"['drama', 'sport']",['US'],tt0146838,6.9,13.825,6.8
tm189764,Menace II Society,MOVIE,1993,R,97,"['drama', 'crime', 'thriller']",['US'],tt0107554,7.5,15.347,7.5
tm9323,Desperado,MOVIE,1995,R,104,"['thriller', 'action', 'crime', 'western', 'european']",['US'],tt0112851,7.1,19.718,6.9
tm46173,The Mask of Zorro,MOVIE,1998,PG-13,136,"['action', 'thriller', 'western', 'comedy', 'romance']",['US'],tt0120746,6.8,25.426,6.5
tm19673,The Patriot,MOVIE,2000,R,165,"['drama', 'action', 'history', 'war']","['DE', 'US']",tt0187393,7.2,20.438,7.1
tm24877,Road Trip,MOVIE,2000,R,93,['comedy'],['US'],tt0215129,6.5,16.989,6.2
tm189433,Free Willy,MOVIE,1993,PG,112,"['drama', 'family']","['US', 'FR']",tt0106965,6.0,31.688,6.2
tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,"['action', 'comedy', 'family', 'sport']","['US', 'JP']",tt15327306,4.5,9.773,5.5
tm187791,In the Line of Fire,MOVIE,1993,R,128,"['drama', 'thriller', 'action', 'crime']",['US'],tt0107206,7.2,15.02,7.0
tm19494,The Replacements,MOVIE,2000,PG-13,118,"['comedy', 'sport']",['US'],tt0191397,6.6,13.465,6.6
tm10739,Johnny Mnemonic,MOVIE,1995,R,97,"['scifi', 'thriller', 'action', 'drama']","['US', 'CA']",tt0113481,5.6,11.747,5.7
tm113576,Little Women,MOVIE,1994,PG,115,"['drama', 'family', 'romance']",['US'],tt0110367,7.3,17.027,7.3
tm191387,Anaconda,MOVIE,1997,PG-13,89,"['thriller', 'horror', 'action']","['PE', 'US', 'BR']",tt0118615,4.8,31.57,5.1
tm6859,My Girl,MOVIE,1991,PG,103,"['comedy', 'drama', 'family', 'romance', 'european']",['US'],tt0102492,6.9,21.381,7.4
tm186589,Cliffhanger,MOVIE,1993,R,112,"['thriller', 'action', 'animation']","['IT', 'US', 'FR']",tt0106582,6.5,20.292,6.4
tm191374,I Know What You Did Last Summer,MOVIE,1997,R,101,"['horror', 'thriller']",['US'],tt0119345,5.7,18.102,5.9
tm8446,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,MOVIE,1991,PG,88,"['scifi', 'action', 'comedy', 'family']","['US', 'HK']",tt0103060,6.0,16.459,6.1
ts8570,Barney & Friends,SHOW,1992,TV-G,28,['family'],['US'],tt0144701,3.8,46.955,5.0
tm21596,Hollow Man,MOVIE,2000,R,112,"['scifi', 'action', 'horror', 'thriller']","['DE', 'US']",tt0164052,5.8,24.125,5.9
tm48430,Godzilla,MOVIE,1998,PG-13,133,"['thriller', 'scifi', 'action']",['US'],tt0120685,5.4,38.87,5.6
tm192199,Spawn,MOVIE,1997,PG-13,96,"['fantasy', 'horror', 'scifi', 'thriller', 'action', 'drama']",['US'],tt0120177,5.2,15.124,5.3
tm184205,Dennis the Menace,MOVIE,1993,PG,95,"['comedy', 'family']",['US'],tt0106701,5.6,24.079,5.8
tm12499,The Net,MOVIE,1995,PG-13,114,"['thriller', 'action', 'crime', 'drama']",['US'],tt0113957,5.9,11.838,6.0
tm192431,The Devil's Own,MOVIE,1997,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",['US'],tt0962637,6.2,11.387,6.1
tm56033,Croupier,MOVIE,1998,R,94,"['thriller', 'european', 'crime', 'drama']","['FR', 'IE', 'GB', 'DE']",tt0159382,7.0,7.89,6.8
tm190486,Teenage Mutant Ninja Turtles III,MOVIE,1993,PG,96,"['fantasy', 'scifi', 'action', 'comedy', 'family']","['HK', 'US']",tt0108308,4.7,15.356,5.4
tm61103,The General's Daughter,MOVIE,1999,R,116,"['drama', 'crime', 'thriller']","['US', 'DE']",tt0144214,6.4,11.976,6.4
tm117488,The Next Karate Kid,MOVIE,1994,PG,107,"['drama', 'family', 'romance', 'sport', 'action']",['US'],tt0110657,4.5,20.882,5.3
tm55732,I Still Know What You Did Last Summer,MOVIE,1998,R,100,"['thriller', 'horror']",['US'],tt0130018,4.7,17.756,5.3
tm191431,Double Team,MOVIE,1997,R,93,"['scifi', 'action', 'comedy', 'thriller']","['US', 'HK']",tt0119013,4.7,12.697,5.1
tm17721,Under Suspicion,MOVIE,2000,R,110,"['thriller', 'crime', 'drama', 'european']",['US'],tt0164212,6.5,11.459,6.1
ts20939,Moesha,SHOW,1996,TV-PG,21,"['drama', 'comedy', 'family']",['US'],tt0115275,5.7,7.483,7.3
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],tt0108927,6.2,12.029,7.6
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,"['scifi', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'action']",['JP'],tt0221735,8.0,53.714,8.7
tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,"['western', 'drama', 'history']",['US'],tt0107004,6.5,10.551,6.3
tm107659,The Mirror Has Two Faces,MOVIE,1996,PG-13,126,"['romance', 'comedy', 'drama']",['US'],tt0117057,6.6,8.391,6.7
ts21581,Girlfriends,SHOW,2000,TV-PG,21,"['comedy', 'drama']",['US'],tt0247102,7.2,17.929,7.6
tm7073,Knight Rider 2000,MOVIE,1991,G,91,"['action', 'scifi']",['US'],tt0102227,4.5,8.52,5.1
tm63514,The Last Days,MOVIE,1998,PG-13,87,"['drama', 'documentation', 'war']",['US'],tt0174852,7.9,4.869,7.8
ts20918,The Parkers,SHOW,1999,TV-PG,19,['comedy'],['US'],tt0200353,6.8,9.733,8.0
tm10811,Heavy,MOVIE,1995,R,105,"['romance', 'drama']",['US'],tt0113280,6.8,5.31,6.8
ts18465,Dale's Supermarket Sweep,SHOW,1993,TV-G,21,[],['GB'],tt0962853,7.1,0.947,8.3
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,"['comedy', 'documentation']",['US'],tt0500140,7.9,5.834,7.6
tm189171,Wild Tango,MOVIE,1993,R,124,"['drama', 'music', 'romance']","['AR', 'ES']",tt0108291,6.7,3.259,6.3
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,"['drama', 'romance', 'comedy']",['IN'],tt0172684,7.6,12.564,7.7
ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,"['comedy', 'family', 'action', 'animation', 'european']",['FR'],tt0213363,7.4,26.074,7.5
ts22039,H,SHOW,1998,TV-MA,25,['comedy'],['FR'],tt0173554,7.4,11.362,7.6
tm41525,Herod's Law,MOVIE,1999,R,120,"['drama', 'comedy', 'crime']",['MX'],tt0221344,7.8,11.526,7.9
tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,30,"['comedy', 'documentation']",['US'],tt0294967,5.9,1.339,7.0
ts21684,Heartbreak High,SHOW,1994,TV-MA,47,"['drama', 'romance', 'comedy']",['AU'],tt0108800,7.8,16.211,7.3
tm55100,Dil Se..,MOVIE,1998,PG-13,163,"['drama', 'romance']",['IN'],tt0164538,7.5,6.381,6.8
tm8859,Oh Darling! Yeh Hai India!,MOVIE,1995,G,153,['comedy'],['IN'],tt0114031,4.0,2.566,4.8
tm52083,West Beirut,MOVIE,1998,PG-13,105,"['romance', 'war', 'comedy', 'drama', 'european']","['BE', 'FR', 'NO', 'LB']",tt0157183,7.6,3.996,7.4
tm9898,Muthu,MOVIE,1995,G,165,"['drama', 'comedy', 'romance', 'action']",['IN'],tt0140399,7.6,5.577,6.9
tm128925,Chamatkar,MOVIE,1992,G,171,"['comedy', 'fantasy', 'drama', 'crime']",['IN'],tt0126234,6.5,5.065,6.6
ts28516,Okupas,SHOW,2000,TV-MA,40,"['crime', 'drama']",['AR'],tt0289649,9.0,6.971,8.8
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,"['fantasy', 'romance', 'family', 'drama']",['IN'],tt0216817,6.2,4.91,6.0
tm184502,Kabhi Haan Kabhi Naa,MOVIE,1994,G,158,"['comedy', 'drama', 'music', 'romance']",['IN'],tt0110222,7.6,5.028,6.6
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,"['comedy', 'romance', 'drama']",['IN'],tt0222270,6.1,6.39,6.6
tm105716,Chaahat,MOVIE,1996,G,155,"['drama', 'romance']",['IN'],tt0172234,5.5,2.947,7.0
tm189773,Maya Memsaab,MOVIE,1993,PG-13,126,"['romance', 'drama', 'thriller']",['IN'],tt0137100,5.4,5.307,5.5
tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",['IN'],tt0164550,5.5,6.309,6.0
tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",['IN'],tt0136153,4.5,2.135,5.2
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,59,"['comedy', 'documentation']",['US'],tt0938331,7.8,2.935,5.5
tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],tt0139872,7.9,3.988,7.4
tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],tt0282003,6.7,1.729,6.6
ts4,Breaking Bad,SHOW,2008,TV-MA,48,"['drama', 'thriller', 'crime']",['US'],tt0903747,9.5,337.419,8.8
ts9,The Walking Dead,SHOW,2010,TV-MA,46,"['action', 'drama', 'scifi', 'thriller', 'horror']",['US'],tt1520211,8.2,773.19,8.1
ts26091,The Staircase,SHOW,2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],tt0388644,7.8,14.185,7.7
ts11,Downton Abbey,SHOW,2010,TV-14,58,"['drama', 'romance', 'european']",['GB'],tt1606375,8.7,57.029,8.1
ts21469,Grey's Anatomy,SHOW,2005,TV-14,49,"['drama', 'romance']",['US'],tt0413573,7.6,1215.393,8.3
ts288536,The Great British Baking Show,SHOW,2010,TV-PG,57,"['reality', 'european']",['GB'],tt1877368,8.6,10.825,7.7
ts6495,Criminal Minds,SHOW,2005,TV-14,44,"['thriller', 'crime', 'drama']",['US'],tt0452046,8.1,401.416,8.3
ts22337,NCIS,SHOW,2003,TV-14,44,"['action', 'drama', 'crime', 'thriller', 'comedy']",['US'],tt0364845,7.8,254.207,7.6
ts8308,Community,SHOW,2009,TV-PG,23,['comedy'],['US'],tt1439629,8.5,48.311,8.0
ts22011,Heartland,SHOW,2007,TV-PG,44,"['drama', 'family']",['CA'],tt1094229,8.4,68.46,8.3
ts21465,Supernatural,SHOW,2005,TV-14,45,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],tt0460681,8.5,406.666,8.3
tm33545,Forgetting Sarah Marshall,MOVIE,2008,R,111,"['comedy', 'drama', 'romance']",['US'],tt0800039,7.1,18.358,6.5
tm172683,War of the Worlds,MOVIE,2005,PG-13,117,"['thriller', 'action', 'scifi']",['US'],tt0407304,6.5,38.657,6.5
ts17156,Arrested Development,SHOW,2003,TV-MA,28,['comedy'],['US'],tt0367279,8.7,54.388,8.1
ts20573,The IT Crowd,SHOW,2006,TV-14,25,"['comedy', 'european']",['GB'],tt0487831,8.5,27.917,8.1
ts12724,30 Rock,SHOW,2006,TV-14,25,"['comedy', 'sport']",['US'],tt0496424,8.3,34.689,7.4
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'action']",['US'],tt0417299,9.3,61.284,8.7
tm92641,Inception,MOVIE,2010,PG-13,148,"['scifi', 'music', 'thriller', 'action']","['GB', 'US']",tt1375666,8.8,109.09,8.4
tm87484,How to Train Your Dragon,MOVIE,2010,PG,98,"['fantasy', 'animation', 'action', 'comedy', 'family', 'drama']",['US'],tt0892769,8.1,71.782,7.8
ts20604,Friday Night Lights,SHOW,2006,TV-14,43,"['drama', 'sport']",['US'],tt0758745,8.7,32.434,8.0
tm78592,Michael Clayton,MOVIE,2007,R,120,"['thriller', 'crime', 'drama']",['US'],tt0465538,7.2,11.418,6.7
ts21511,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,22,"['scifi', 'animation', 'drama', 'fantasy', 'music', 'comedy', 'family']","['CA', 'US']",tt1751105,7.6,49.715,8.1
ts19036,The Fairly OddParents,SHOW,2001,TV-Y7,24,"['scifi', 'family', 'fantasy', 'animation', 'comedy']","['US', 'CA']",tt0235918,7.2,151.92,7.7
tm116324,Jackass: The Movie,MOVIE,2002,R,88,"['action', 'comedy', 'documentation']",['US'],tt0322802,6.6,30.13,6.3
ts32186,Sonic X,SHOW,2003,TV-Y7,21,"['action', 'drama', 'thriller', 'animation', 'comedy', 'fantasy', 'family', 'scifi']",['JP'],tt0367413,6.1,104.486,7.5
ts11313,DEATH NOTE,SHOW,2006,TV-14,24,"['scifi', 'animation', 'crime', 'drama', 'fantasy', 'thriller']",['JP'],tt0877057,9.0,104.037,8.7
tm34310,Zoolander,MOVIE,2001,PG-13,90,"['comedy', 'european']","['US', 'DE']",tt0196229,6.5,19.411,6.2
ts21247,The Vampire Diaries,SHOW,2009,TV-14,42,"['scifi', 'drama', 'thriller', 'fantasy', 'horror', 'romance']",['US'],tt1405406,7.7,463.661,8.3
tm160815,Charlie and the Chocolate Factory,MOVIE,2005,PG,106,"['fantasy', 'comedy', 'family']","['GB', 'US', 'AU']",tt0367594,6.6,156.231,7.0
tm78671,Cleaner,MOVIE,2007,R,88,"['thriller', 'crime']",['US'],tt0896798,6.1,9.202,6.0
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,R,88,['comedy'],['US'],tt0366551,7.0,15.067,6.5
tm86803,The Social Network,MOVIE,2010,PG-13,121,['drama'],['US'],tt1285016,7.8,33.023,7.3
tm105329,Road to Perdition,MOVIE,2002,R,117,"['thriller', 'documentation', 'crime', 'drama']",['US'],tt0257044,7.7,17.73,7.4
ts20305,Naruto,SHOW,2002,TV-PG,23,"['scifi', 'comedy', 'animation', 'action', 'fantasy', 'thriller']",['JP'],tt0409591,8.4,362.73,8.4
tm35463,Blow,MOVIE,2001,R,124,"['drama', 'crime']",['US'],tt0221027,7.5,19.789,7.4
tm84371,Shooter,MOVIE,2007,R,124,"['thriller', 'action', 'drama']",['US'],tt0822854,7.2,42.882,7.1
tm139658,Big Fish,MOVIE,2003,PG-13,125,"['drama', 'fantasy', 'romance']",['US'],tt0319061,8.0,21.904,7.8
tm79442,The Bourne Ultimatum,MOVIE,2007,PG-13,115,"['thriller', 'action']","['DE', 'ES', 'US', 'FR']",tt0440963,8.0,25.464,7.4
tm131038,Public Enemies,MOVIE,2009,R,143,"['crime', 'drama', 'history', 'action', 'european']",['US'],tt1152836,7.0,111.535,6.7
ts2230,America's Next Top Model,SHOW,2003,TV-14,44,['reality'],['US'],tt0391576,5.6,12.812,5.3
tm154187,Sherlock Holmes,MOVIE,2009,PG-13,129,"['crime', 'action', 'thriller']","['GB', 'US', 'AU', 'DE']",tt0988045,7.6,28.317,7.2
tm133767,Love Actually,MOVIE,2003,R,139,"['drama', 'comedy', 'romance']","['GB', 'US']",tt0314331,7.6,21.297,7.1
tm88738,Closer,MOVIE,2004,R,94,"['drama', 'romance']","['GB', 'US']",tt0376541,7.2,55.362,6.8
ts17942,Chappelle's Show,SHOW,2003,TV-14,21,"['comedy', 'music']",['US'],tt0353049,8.8,13.557,8.1
tm148270,Something's Gotta Give,MOVIE,2003,PG-13,128,"['romance', 'drama', 'comedy']",['US'],tt0337741,6.7,15.068,6.6
tm93055,Grown Ups,MOVIE,2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],tt1375670,5.9,95.229,6.3
tm133374,The Blind Side,MOVIE,2009,PG-13,129,"['drama', 'sport']",['US'],tt0878804,7.6,63.816,7.7
tm26897,Quantum of Solace,MOVIE,2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",tt0830515,6.6,30.147,6.3
tm109304,The Ring,MOVIE,2002,PG-13,111,"['horror', 'european']","['JP', 'US']",tt0298130,7.1,37.892,6.6
ts22267,Trailer Park Boys,SHOW,2001,TV-MA,25,"['comedy', 'crime']",['CA'],tt0290988,8.6,26.26,8.0
tm76066,Into the Wild,MOVIE,2007,R,140,['drama'],['US'],tt0758758,8.1,15.658,7.8
tm90190,True Grit,MOVIE,2010,PG-13,110,"['western', 'drama']",['US'],tt1403865,7.6,16.059,7.3
tm29737,Rambo,MOVIE,2008,R,92,"['thriller', 'action', 'war', 'european']","['US', 'DE']",tt0462499,7.0,58.435,6.6
tm84906,Stardust,MOVIE,2007,PG-13,122,"['fantasy', 'romance', 'family']","['US', 'IS', 'GB']",tt0486655,7.6,17.538,7.2
ts6644,Borgen,SHOW,2010,TV-MA,58,"['drama', 'european']",['DK'],tt1526318,8.5,21.761,8.1
tm142086,The Last Samurai,MOVIE,2003,R,154,"['drama', 'history', 'war', 'action']","['NZ', 'JP', 'US']",tt0325710,7.8,33.643,7.5
ts22018,iCarly,SHOW,2007,TV-G,26,"['comedy', 'family', 'romance']",['US'],tt0972534,6.7,96.149,8.0
ts30311,Victorious,SHOW,2010,TV-G,25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",['US'],tt1604099,6.9,76.049,8.2
tm95252,The Book of Eli,MOVIE,2010,R,118,"['thriller', 'action', 'drama', 'european']",['US'],tt1037705,6.8,25.45,6.8
tm136808,Identity,MOVIE,2003,R,90,['thriller'],['US'],tt0340770,7.3,16.442,7.2
ts21197,Merlin,SHOW,2008,TV-PG,44,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],tt1199099,7.9,123.15,7.9
tm109137,Shrek Forever After,MOVIE,2010,PG,93,"['fantasy', 'comedy', 'family', 'romance', 'animation']",['US'],tt0892791,6.3,89.833,6.3
tm84613,Hairspray,MOVIE,2007,PG,117,"['comedy', 'drama', 'romance']","['US', 'GB']",tt0427327,6.7,11.48,6.7
tm173551,Corpse Bride,MOVIE,2005,PG,77,"['fantasy', 'romance', 'animation', 'drama', 'family']",['US'],tt0121164,7.3,96.975,7.5
tm94606,Let Me In,MOVIE,2010,R,116,"['horror', 'drama', 'fantasy', 'thriller', 'european']","['GB', 'US']",tt1228987,7.1,24.49,6.8
