id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,tmdb_popularity,tmdb_score
ts79219,Flint Town,SHOW,2018,TV-MA,45,"['crime', 'action', 'documentation']",['US'],tt8004578,7.9,2.712,7.6
tm139564,The Outcasts,MOVIE,2017,PG-13,95,['comedy'],['US'],tt2597760,5.4,12.942,6.2
ts79409,A.I.C.O. -Incarnation-,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",['JP'],tt8116380,6.3,8.277,6.4
ts53399,Eternal Love,SHOW,2017,TV-14,45,"['scifi', 'drama', 'fantasy', 'romance', 'family']",['CN'],tt6488862,8.4,20.153,7.8
tm437608,Adam Sandler: 100% Fresh,MOVIE,2018,R,73,"['comedy', 'music']",['US'],tt9036126,7.5,10.176,7.3
ts77787,Pop Team Epic,SHOW,2018,TV-MA,23,"['comedy', 'animation']",['JP'],tt7808370,6.9,12.019,7.3
tm336712,An Imperfect Murder,MOVIE,2017,R,71,"['crime', 'drama', 'thriller']",['US'],tt6469960,3.1,7.251,4.4
tm327540,Gnome Alone,MOVIE,2017,PG,85,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']","['US', 'CA', 'GB']",tt5851786,5.6,19.913,6.2
ts82127,Sirius the Jaeger,SHOW,2018,TV-MA,23,"['scifi', 'action', 'history', 'horror', 'animation']",['JP'],tt8565136,6.7,17.757,7.6
ts78353,Misty,SHOW,2018,TV-MA,71,"['crime', 'romance', 'thriller', 'drama']",['KR'],tt7890244,8.1,12.142,7.8
ts103638,Standup and Away! with Brian Regan,SHOW,2018,TV-PG,25,['comedy'],['US'],tt9384194,5.7,1.872,7.7
ts77034,A Love So Beautiful,SHOW,2017,TV-14,41,"['drama', 'comedy', 'romance']",['CN'],tt8434720,8.0,42.322,8.4
ts86949,The A List,SHOW,2018,TV-PG,27,"['drama', 'crime', 'thriller']",['GB'],tt9185110,5.5,14.819,6.8
tm370392,The Week Of,MOVIE,2018,PG-13,116,['comedy'],['US'],tt6821012,5.2,15.364,5.4
ts76511,The Big Family Cooking Showdown,SHOW,2017,TV-PG,59,"['reality', 'european']",['GB'],tt7518558,7.0,3.452,7.4
ts55348,QB1: Beyond the Lights,SHOW,2017,TV-14,32,"['reality', 'documentation', 'sport']",['US'],tt5771332,7.7,3.441,7.0
ts80208,Fugitiva,SHOW,2018,TV-MA,90,"['drama', 'crime', 'thriller', 'action']",['ES'],tt7158972,5.6,11.013,6.7
tm448122,Taylor Swift: Reputation Stadium Tour,MOVIE,2018,PG-13,125,"['documentation', 'music']",['US'],tt9426852,8.3,11.864,8.2
tm299761,Toc Toc,MOVIE,2017,PG,90,"['comedy', 'family', 'fantasy', 'european']",['ES'],tt6060156,6.8,23.361,7.1
tm440415,John Leguizamo's Latin History for Morons,MOVIE,2018,PG,89,"['comedy', 'documentation']",['US'],tt9777830,7.4,5.255,7.4
ts82559,Amazing Interiors,SHOW,2018,TV-PG,26,['documentation'],"['US', 'GB']",tt8747342,6.6,3.17,6.4
tm266705,Giant,MOVIE,2017,PG-13,114,"['drama', 'history', 'european']",['ES'],tt5693136,6.7,11.558,6.6
ts80090,The Piano Forest,SHOW,2018,TV-PG,26,"['drama', 'comedy', 'animation']",['JP'],tt8043492,7.1,25.614,5.9
ts80313,Bobby Kennedy for President,SHOW,2018,TV-MA,61,"['documentation', 'drama']",['US'],tt8200004,8.1,4.283,8.3
ts90994,Chip and Potato,SHOW,2018,TV-Y,15,['animation'],['US'],tt9897038,6.4,12.51,9.8
tm405849,Flavors of Youth,MOVIE,2018,PG-13,74,"['drama', 'animation', 'romance']","['CN', 'JP']",tt8176578,6.6,67.856,6.8
ts84346,Falsa identidad,SHOW,2018,TV-14,43,"['action', 'thriller', 'crime', 'drama']","['US', 'MX']",tt8598690,7.0,172.609,7.5
ts84833,Diablero,SHOW,2018,TV-MA,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",['MX'],tt7414954,6.8,17.443,7.6
ts84932,Super Drags,SHOW,2018,TV-MA,25,"['comedy', 'fantasy', 'animation']",['BR'],tt8912244,5.4,3.636,5.2
tm312767,Monster High: Electrified,MOVIE,2017,PG,72,"['animation', 'fantasy']",['US'],tt9408950,5.5,18.103,7.2
ts81734,Chosen,SHOW,2018,TV-14,70,['action'],['CN'],tt7317178,5.2,2.194,6.5
tm405738,Perdida,MOVIE,2018,R,103,"['crime', 'drama', 'thriller']","['AR', 'ES']",tt7841496,5.6,19.496,6.3
ts79679,The Yard,SHOW,2018,TV-MA,108,"['drama', 'crime']",['TR'],tt7923832,7.2,21.312,7.5
tm327622,S.W.A.T.: Under Siege,MOVIE,2017,R,89,"['thriller', 'crime', 'action']",['US'],tt6014472,4.5,36.599,5.8
ts78053,Kakegurui,SHOW,2018,TV-MA,30,"['drama', 'thriller']",['JP'],tt7691766,6.8,24.535,7.9
ts80057,Last Hope,SHOW,2018,TV-14,24,"['scifi', 'animation', 'action']",['JP'],tt8893554,5.8,6.93,5.4
tm313293,Whose Streets?,MOVIE,2017,R,90,['documentation'],['US'],tt6185288,5.5,3.573,5.8
ts80413,Busted!,SHOW,2018,TV-14,75,"['comedy', 'reality']",['KR'],tt8328460,7.6,14.488,8.4
tm409618,Alex Strangelove,MOVIE,2018,R,99,"['drama', 'comedy', 'romance']",['US'],tt5688996,6.3,13.149,6.6
tm244274,Lowriders,MOVIE,2017,PG-13,99,"['drama', 'crime']",['US'],tt1366338,5.6,11.461,6.7
ts85659,3Below: Tales of Arcadia,SHOW,2018,TV-Y7,22,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']",['US'],tt7736544,7.7,17.34,7.7
ts82298,Familiar Wife,SHOW,2018,TV-MA,61,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],tt15062636,7.6,8.82,8.3
ts54050,Ultimate Beastmaster,SHOW,2017,TV-PG,59,"['reality', 'action']",['US'],tt5706758,7.3,3.181,6.0
tm318641,Justice,MOVIE,2017,R,92,"['western', 'drama', 'action', 'european']",['US'],tt5143890,4.0,5.465,5.8
ts57196,The World's Most Extraordinary Homes,SHOW,2017,TV-G,54,"['documentation', 'european']",['GB'],tt7804132,7.6,6.909,7.5
tm366973,Tom Segura: Disgraceful,MOVIE,2018,PG-13,74,"['comedy', 'documentation']",['US'],tt7379330,7.5,2.908,7.0
tm420797,Sierra Burgess Is a Loser,MOVIE,2018,PG-13,105,"['drama', 'romance', 'comedy']",['US'],tt3120280,5.8,10.057,6.4
tm406098,Battle,MOVIE,2018,R,95,"['drama', 'romance', 'music', 'european']","['DK', 'NL', 'NO', 'SE']",tt6854672,5.9,13.146,6.4
tm374845,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,PG-13,99,"['fantasy', 'animation', 'action']",['JP'],tt9089294,7.1,19.711,7.6
ts55936,My Secret Romance,SHOW,2017,TV-14,52,"['comedy', 'romance']",['KR'],tt6300100,7.2,15.98,8.0
tm413557,Okko's Inn,MOVIE,2018,PG,94,"['comedy', 'fantasy', 'animation', 'family', 'drama']",['JP'],tt8328740,7.0,7.646,7.2
ts81944,The Comedy Lineup,SHOW,2018,TV-MA,18,"['comedy', 'action']",[],tt8687584,5.9,1.96,6.0
ts84597,FIGHTWORLD,SHOW,2018,TV-MA,42,['documentation'],['US'],tt9047526,7.6,5.053,6.9
tm355724,A Christmas Prince,MOVIE,2017,PG,92,"['romance', 'comedy', 'family']",['US'],tt7608418,5.7,11.202,6.6
ts78767,First Team: Juventus,SHOW,2018,TV-G,36,"['scifi', 'sport', 'documentation', 'reality']",['IT'],tt7924812,7.3,2.038,7.7
ts85732,The Final Table,SHOW,2018,TV-PG,43,['reality'],['US'],tt5545584,7.6,4.386,6.8
tm348010,Killing Hasselhoff,MOVIE,2017,R,79,['comedy'],['US'],tt2967226,4.4,6.236,4.6
tm300027,Thi Mai,MOVIE,2018,G,100,"['comedy', 'family', 'european']",['ES'],tt6126346,6.0,7.075,6.2
ts82875,Switched,SHOW,2018,TV-MA,39,"['drama', 'scifi']",['JP'],tt8747882,7.1,14.917,7.9
tm408890,Yucatán,MOVIE,2018,PG,129,"['comedy', 'romance', 'european']",['ES'],tt6502956,5.5,5.943,5.6
ts80059,Trump: An American Dream,SHOW,2017,TV-14,55,"['documentation', 'european']",['GB'],tt7596008,7.2,3.824,6.9
ts36650,Apaches,SHOW,2018,TV-MA,67,"['drama', 'crime', 'thriller', 'action', 'european']",['ES'],tt6818948,7.0,3.4,6.9
ts57300,Marlon,SHOW,2017,TV-PG,21,['comedy'],['US'],tt5722376,7.0,17.101,6.6
ts56636,My Sassy Girl,SHOW,2017,TV-14,41,"['comedy', 'romance']",['KR'],tt6175760,6.9,6.751,7.6
ts84780,Wild District,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'action', 'crime']",['CO'],tt8105958,8.2,15.617,7.5
ts82296,My ID is Gangnam Beauty,SHOW,2018,TV-MA,63,"['drama', 'comedy', 'romance']",['KR'],tt8585954,7.4,27.731,7.6
ts57148,Champions,SHOW,2018,TV-PG,21,['comedy'],['US'],tt6470396,6.1,8.869,5.5
ts83359,100 Days My Prince,SHOW,2018,TV-14,75,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']",['KR'],tt8199972,7.8,14.871,8.3
tm270490,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,R,76,['documentation'],['US'],tt5952468,6.7,4.303,6.8
tm358949,A Very Country Christmas,MOVIE,2017,G,83,"['romance', 'drama', 'family', 'comedy']","['CA', 'US']",tt7001906,6.0,5.089,6.5
ts79330,Girls Incarcerated,SHOW,2018,TV-MA,45,"['reality', 'documentation']",['GB'],tt8092942,7.3,6.951,8.0
ts85202,Brainchild,SHOW,2018,TV-Y7,25,"['documentation', 'family']",['US'],tt9203042,8.1,3.041,8.3
tm330869,Show Dogs,MOVIE,2018,PG,90,"['comedy', 'crime', 'family']","['GB', 'US']",tt5691024,3.9,9.606,6.0
tm350607,Escape from Mr. Lemoncello's Library,MOVIE,2017,G,69,"['fantasy', 'family']","['CA', 'US']",tt5878476,5.4,13.259,5.9
ts83457,Cleo & Cuquin,SHOW,2018,TV-Y,7,"['animation', 'family']","['ES', 'US']",tt7956374,8.0,4.49,8.3
tm407295,Amateur,MOVIE,2018,R,96,"['drama', 'sport']",['US'],tt5580392,5.9,11.572,6.5
ts82181,Back Street Girls: Goku Dolls,SHOW,2018,TV-MA,24,"['comedy', 'animation']",['JP'],tt8693818,6.6,11.29,6.5
tm282910,Fireworks,MOVIE,2017,PG-13,90,"['drama', 'documentation', 'fantasy', 'romance', 'scifi', 'family', 'animation']",['JP'],tt6317962,5.6,71.713,6.5
ts53516,Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,TV-Y7,21,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",['US'],tt6216718,4.8,6.957,8.1
tm429984,Pachamama,MOVIE,2018,PG,72,"['fantasy', 'animation', 'family', 'european']","['LU', 'CA', 'FR']",tt5541002,6.8,10.698,7.1
tm419496,Lust Stories,MOVIE,2018,R,120,"['romance', 'drama']",['IN'],tt8439854,6.4,6.439,6.2
tm344173,All I Wish,MOVIE,2018,G,94,"['comedy', 'drama', 'romance']",['US'],tt1492705,5.2,7.403,5.8
ts95274,Age of Tanks,SHOW,2017,TV-PG,54,"['documentation', 'history']",['FR'],tt8107992,7.3,3.331,6.7
tm294581,The Clapper,MOVIE,2018,R,89,"['comedy', 'drama']",['US'],tt5461956,5.1,8.617,4.9
ts82867,Becoming Champions,SHOW,2018,TV-G,45,"['documentation', 'sport']",['US'],tt8796068,6.7,0.992,6.0
ts83554,Inside the Criminal Mind,SHOW,2018,TV-MA,48,"['crime', 'documentation']",['US'],tt6775794,5.4,1.185,6.7
ts58442,Live Up To Your Name,SHOW,2017,TV-MA,69,"['drama', 'fantasy', 'romance']",['KR'],tt7094874,8.0,10.476,6.7
tm232464,Raees,MOVIE,2017,R,143,"['thriller', 'drama', 'action', 'crime']",['IN'],tt3405236,6.7,9.757,6.7
tm413049,Animal World,MOVIE,2018,R,125,"['thriller', 'action', 'fantasy', 'scifi', 'comedy', 'drama']",['CN'],tt9257932,6.5,17.731,7.2
ts80030,Fastest Car,SHOW,2018,TV-MA,45,"['reality', 'documentation']",['US'],tt8295694,7.1,12.572,7.2
ts82424,13 Reasons Why: Beyond the Reasons,SHOW,2017,TV-MA,42,['documentation'],['US'],tt8615966,6.2,7.62,6.5
ts83247,Stay Here,SHOW,2018,TV-PG,32,['reality'],['US'],tt8773338,7.4,2.789,7.0
ts79856,SWORDGAI The Animation,SHOW,2018,TV-MA,22,"['scifi', 'animation', 'action', 'fantasy', 'horror']",['JP'],tt7415066,5.8,22.616,6.8
ts76509,Beyond Stranger Things,SHOW,2017,TV-14,21,['documentation'],['US'],tt7570990,7.4,29.563,7.3
ts90880,44 Cats,SHOW,2018,TV-Y7,15,"['action', 'comedy', 'family', 'music', 'animation']",['IT'],tt9699148,6.1,7.168,8.4
tm429382,Nappily Ever After,MOVIE,2018,NC-17,100,"['comedy', 'drama', 'romance']",['US'],tt0365545,6.4,15.079,7.2
ts80084,Dragon Pilot: Hisone and Masotan,SHOW,2018,TV-14,24,"['scifi', 'drama', 'animation', 'fantasy']",['JP'],tt8528256,6.9,26.334,7.9
ts86279,Nailed It! Holiday!,SHOW,2018,TV-PG,36,['reality'],['US'],tt8760264,7.7,8.263,8.0
tm366143,Maktub,MOVIE,2017,PG-13,100,"['drama', 'comedy']",['IL'],tt7252000,7.3,2.519,7.0
ts80042,ReBoot: The Guardian Code,SHOW,2018,TV-G,23,"['action', 'scifi', 'comedy', 'drama']",['CA'],tt6849940,3.8,5.977,7.3
ts75718,Neo Yokio,SHOW,2017,TV-MA,23,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['US'],tt7343832,5.9,6.887,5.4
ts75620,Black,SHOW,2017,TV-MA,78,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",['KR'],tt6380900,8.0,18.754,8.0
tm238587,Shepherds and Butchers,MOVIE,2017,R,106,"['drama', 'crime']","['US', 'DE', 'ZA']",tt4627352,6.8,8.502,6.4
tm372917,Pope Francis: A Man of His Word,MOVIE,2018,PG,96,"['documentation', 'european']","['IT', 'CH', 'VA', 'FR', 'DE']",tt6915100,6.4,7.29,7.3
tm328175,Budapest,MOVIE,2018,R,102,"['comedy', 'european']",['FR'],tt7027092,5.4,9.736,5.6
ts76159,Super Monsters,SHOW,2017,TV-Y,12,"['animation', 'comedy', 'family', 'horror']",['CA'],tt6214876,6.3,30.071,7.2
ts76793,Shot in the Dark,SHOW,2017,TV-MA,35,"['reality', 'documentation', 'thriller']",['US'],tt10478382,8.0,2.605,7.9
ts55627,Time: The Kalief Browder Story,SHOW,2017,TV-MA,22,['documentation'],['US'],tt6133034,8.5,3.258,7.9
ts89067,Love and Fortune,SHOW,2018,TV-MA,69,"['drama', 'romance']",['JP'],tt8649316,7.3,8.282,6.5
ts78145,Drug Lords,SHOW,2018,TV-MA,45,['documentation'],['US'],tt7935522,6.8,11.678,7.7
ts83407,Follow This,SHOW,2018,TV-MA,18,['documentation'],['US'],tt8560884,4.9,1.855,6.0
ts85953,Paprika,SHOW,2018,TV-Y,13,"['animation', 'family']",['US'],tt12740488,7.5,0.893,5.0
ts83213,The Rise of Phoenixes,SHOW,2018,TV-14,45,"['drama', 'history', 'romance']",['CN'],tt7052634,8.4,19.737,8.1
tm515157,Point Blank,MOVIE,2017,NC-17,86,"['action', 'thriller', 'crime', 'drama']",['US'],tt2499472,5.7,16.224,6.1
tm441198,The Princess Switch,MOVIE,2018,PG,101,"['romance', 'comedy', 'drama', 'family']",['US'],tt8954732,6.0,14.783,7.0
tm371212,My Perfect Romance,MOVIE,2018,PG-13,91,['romance'],['CA'],tt7358936,4.6,16.347,5.5
tm358746,A Witches' Ball,MOVIE,2017,PG,90,"['fantasy', 'scifi', 'family', 'comedy']",['CA'],tt5814408,5.2,4.878,6.7
tm340587,Ittefaq,MOVIE,2017,PG,107,"['thriller', 'crime']",['IN'],tt6692354,7.2,7.49,7.0
ts85810,Al Hayba,SHOW,2017,TV-PG,45,"['action', 'thriller', 'crime', 'romance', 'drama']",['AE'],tt8585236,7.5,25.835,6.3
tm374357,Going for Gold,MOVIE,2018,G,89,"['drama', 'family', 'sport']",['AU'],tt7104578,4.8,7.926,6.8
ts85217,Motown Magic,SHOW,2018,TV-Y,17,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],tt8959860,7.9,3.073,9.0
ts89372,Titipo Titipo,SHOW,2018,TV-Y,18,['animation'],['KR'],tt12987396,6.6,3.03,9.5
ts79988,Lost Song,SHOW,2018,TV-14,24,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'music', 'romance']",['JP'],tt7211600,7.0,7.2,8.2
ts78692,Rapture,SHOW,2018,TV-MA,60,"['documentation', 'scifi', 'thriller', 'horror', 'music']",['US'],tt7981052,5.4,2.141,6.8
tm233484,Duck Duck Goose,MOVIE,2018,PG,82,"['comedy', 'family', 'animation']",['CN'],tt4940416,5.7,17.258,6.2
tm440678,Revenger,MOVIE,2018,NC-17,102,"['action', 'crime', 'thriller']",['KR'],tt9426186,5.7,19.69,5.3
ts84782,Larva Island,SHOW,2018,TV-Y7,8,"['comedy', 'animation']","['KR', 'US']",tt9077194,6.6,10.943,6.5
ts82419,Zac & Mia,SHOW,2017,TV-14,20,['drama'],['US'],tt7487358,7.8,5.313,8.0
ts95011,Move,SHOW,2018,TV-MA,25,['documentation'],['US'],tt9165300,7.5,4.55,7.0
ts80342,AMO,SHOW,2018,TV-MA,24,['crime'],['PH'],tt7218736,6.6,4.42,6.0
tm427143,Edge of Fear,MOVIE,2018,R,91,"['thriller', 'crime', 'action']",['US'],tt7149916,4.5,14.161,4.7
ts80479,Clean with Passion for Now,SHOW,2018,TV-MA,69,"['comedy', 'drama', 'romance']",['KR'],tt7981562,7.0,16.42,8.2
tm375962,Nothing to Lose,MOVIE,2018,PG,130,['drama'],['BR'],tt6910020,2.3,38.864,5.6
tm320489,Expedition Happiness,MOVIE,2017,G,95,"['documentation', 'european']",['DE'],tt6688136,5.9,7.65,6.7
tm280060,Step Sisters,MOVIE,2018,PG-13,104,['comedy'],['US'],tt5267472,5.4,12.158,6.5
tm363922,Dovlatov,MOVIE,2018,PG-13,126,['drama'],"['RU', 'RS', 'PL']",tt7763020,6.4,3.371,6.4
ts92726,They've Gotta Have Us,SHOW,2018,TV-14,59,['documentation'],['GB'],tt9268756,7.7,3.554,6.3
tm347850,SPF-18,MOVIE,2017,PG-13,75,"['romance', 'drama', 'sport']",['US'],tt7296862,3.2,17.736,4.4
tm438995,A Christmas Prince: The Royal Wedding,MOVIE,2018,PG,101,"['romance', 'drama']",['US'],tt8709036,5.3,8.776,6.4
ts83070,72 Dangerous Animals: Asia,SHOW,2018,TV-14,47,['documentation'],['US'],tt8728268,6.6,11.615,6.2
ts85618,Prince of Peoria,SHOW,2018,TV-Y7,26,"['comedy', 'family']",['US'],tt8001718,5.7,14.711,7.0
tm440996,Trevor Noah: Son of Patricia,MOVIE,2018,R,63,['comedy'],['US'],tt9170648,7.3,4.752,7.1
tm242765,Raising the Bar,MOVIE,2017,PG,93,"['drama', 'family', 'documentation', 'sport']",['AU'],tt5274066,5.5,9.966,6.6
tm348073,Pup Star: Better 2Gether,MOVIE,2017,G,90,['family'],['US'],tt6357074,4.4,3.719,6.0
tm307751,Jab Harry Met Sejal,MOVIE,2017,PG,144,"['romance', 'comedy', 'drama']",['IN'],tt5997666,5.0,8.116,6.5
ts81596,Black Crows,SHOW,2017,TV-MA,39,"['war', 'drama', 'thriller']","['AE', 'SA', 'SY']",tt7356518,5.4,2.297,8.0
tm445456,Pihu,MOVIE,2018,G,91,"['thriller', 'drama', 'family']",['IN'],tt8458202,6.7,11.157,7.7
ts81485,Ponysitters Club,SHOW,2018,TV-Y,23,['family'],['US'],tt7692572,6.0,2.161,8.0
ts82445,Ashes of Love,SHOW,2018,TV-14,43,"['drama', 'comedy', 'thriller', 'fantasy', 'romance']",['CN'],tt8976346,8.5,25.4,9.1
ts85183,Vai Anitta,SHOW,2018,TV-MA,40,"['documentation', 'reality']",['BR'],tt8961530,5.6,2.334,6.8
ts83045,Accidentally In Love,SHOW,2018,TV-14,29,"['comedy', 'drama', 'music', 'romance']",['CN'],tt9077184,7.6,6.473,7.9
ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,TV-MA,29,['comedy'],['US'],tt7895706,7.1,5.655,6.4
ts76245,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,TV-MA,55,['documentation'],['MX'],tt7334894,6.8,11.011,6.1
tm307774,Jagga Jasoos,MOVIE,2017,PG,180,"['romance', 'action', 'comedy']",['IN'],tt4129428,6.4,6.253,6.0
tm411503,Candy Jar,MOVIE,2018,PG-13,92,['comedy'],['US'],tt6744044,5.8,12.039,6.2
tm363329,Christmas Wedding Planner,MOVIE,2017,PG,86,['romance'],['CA'],tt7074092,4.3,11.074,5.5
tm416458,The Insomnia Club,MOVIE,2018,PG-13,84,"['comedy', 'drama']",['MX'],tt6719840,6.2,4.483,6.6
ts79086,Mariposa de barrio,SHOW,2017,TV-MA,46,['drama'],['US'],tt6834120,7.6,1.4,8.0
ts84200,Best.Worst.Weekend.Ever.,SHOW,2018,TV-PG,25,"['comedy', 'family']",['US'],tt7768010,6.4,5.331,8.0
ts82500,Treehouse Detectives,SHOW,2018,TV-Y7,24,['animation'],[],tt8591984,7.6,4.358,8.5
ts82192,Samantha!,SHOW,2018,TV-MA,28,['comedy'],['BR'],tt6626676,6.6,2.847,6.1
tm306631,Trevor Noah: Afraid of the Dark,MOVIE,2017,PG-13,68,['comedy'],['US'],tt6562866,7.2,5.055,7.1
ts55533,Legend Quest,SHOW,2017,TV-Y7,26,"['animation', 'comedy', 'fantasy']",['MX'],tt5038900,7.3,7.567,8.0
ts82843,The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,27,"['reality', 'comedy', 'horror']",['US'],tt8773080,7.7,2.45,7.3
tm358609,Sara's Notebook,MOVIE,2018,R,115,"['thriller', 'drama', 'european']",['ES'],tt6599742,5.9,6.126,6.1
ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,2017,TV-14,58,"['documentation', 'european']",['GB'],tt7936386,7.4,1.817,6.0
tm233345,Love Beats Rhymes,MOVIE,2017,R,105,['drama'],['US'],tt4721022,5.4,9.665,5.7
ts90941,"Heidi, bienvenida a casa",SHOW,2017,TV-Y,46,"['comedy', 'family']",['AR'],tt7183310,6.2,4.135,8.8
tm324204,Monster Island,MOVIE,2017,PG,80,"['comedy', 'fantasy', 'animation', 'family']","['IN', 'MX']",tt6269658,4.7,8.631,5.5
tm558730,A Champion Heart,MOVIE,2018,G,90,['family'],['US'],tt4738912,5.9,5.224,8.2
ts84644,Westside,SHOW,2018,TV-MA,47,['reality'],['US'],tt8693758,6.0,0.957,4.0
tm300440,The Mansion,MOVIE,2017,PG-13,100,"['horror', 'comedy', 'european']",['FR'],tt7029854,4.6,11.605,4.9
ts55484,My Only Love Song,SHOW,2017,TV-MA,36,"['drama', 'comedy', 'fantasy', 'romance']",['KR'],tt6125832,7.0,12.756,8.4
ts81856,Borges,SHOW,2018,TV-MA,24,['comedy'],['BR'],tt7895652,6.2,1.992,7.8
ts76771,Stretch Armstrong & the Flex Fighters,SHOW,2017,TV-G,23,"['action', 'comedy', 'scifi', 'animation']",['US'],tt1379164,6.2,5.244,7.6
ts79585,Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,"['family', 'animation', 'action', 'comedy']",['US'],tt7620702,7.5,9.489,9.4
tm351201,In the Family,MOVIE,2017,PG-13,124,['comedy'],['TR'],tt7642818,7.7,6.596,6.8
ts75750,Revolutionary Love,SHOW,2017,TV-MA,68,"['comedy', 'romance']",['KR'],tt7340800,6.9,5.915,8.6
ts76540,Dennis & Gnasher Unleashed!,SHOW,2017,TV-Y7,13,"['animation', 'comedy']",['GB'],tt7081512,7.3,1.4,7.0
ts84555,The Unknown Hitman: The Story of El Cholo Adrián,SHOW,2017,TV-MA,49,"['action', 'crime']",['MX'],tt6524440,6.7,6.419,10.0
ts86067,Death by Magic,SHOW,2018,TV-14,33,['reality'],['US'],tt8887956,6.1,2.757,6.9
tm372061,Sudani from Nigeria,MOVIE,2018,PG,123,"['comedy', 'drama', 'family', 'sport']",['IN'],tt7582102,8.2,4.255,7.1
tm445153,Njan Prakashan,MOVIE,2018,G,131,"['comedy', 'drama']",['IN'],tt8286926,7.6,4.269,6.8
ts82564,Jimmy: The True Story of a True Idiot,SHOW,2018,TV-MA,42,"['drama', 'comedy']",['JP'],tt6866914,6.8,1.289,5.0
ts83430,Smoking,SHOW,2018,TV-MA,24,"['drama', 'crime', 'comedy']",['JP'],tt8758778,7.4,4.229,8.3
tm432327,C/o Kancharapalem,MOVIE,2018,PG,152,['drama'],['IN'],tt7391996,9.0,2.096,7.6
tm275437,Coin Heist,MOVIE,2017,PG,97,"['crime', 'thriller', 'drama', 'romance']",['US'],tt5740806,4.8,12.576,5.4
ts80859,Here to Heart,SHOW,2018,TV-14,45,"['drama', 'romance']",['CN'],tt8791742,7.5,4.003,8.3
ts75357,LEGO Elves: Secrets of Elvendale,SHOW,2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],tt7322926,6.9,1.4,7.7
ts79707,Edha,SHOW,2018,TV-MA,40,['drama'],['AR'],tt7956274,4.9,10.357,6.3
tm318492,Overnight Republic,MOVIE,2017,PG-13,105,['comedy'],['TR'],tt6721848,5.8,2.273,5.4
ts93947,Wrong Kind of Black,SHOW,2018,TV-MA,16,"['comedy', 'drama']",['AU'],tt8660874,7.7,1.033,7.5
tm446574,Love Jacked,MOVIE,2018,PG-13,100,"['comedy', 'romance']","['CA', 'ZA', 'US']",tt4329242,5.9,8.818,6.1
tm363181,Ladies First,MOVIE,2017,G,39,"['documentation', 'comedy', 'romance']",['IN'],tt4389410,3.9,2.474,7.7
tm326773,Sunday's Illness,MOVIE,2018,PG-13,113,"['drama', 'european']",['ES'],tt6053948,6.9,5.05,6.7
ts84167,Age of Rebellion,SHOW,2018,TV-MA,83,"['drama', 'romance', 'crime']",['TW'],tt8931836,8.6,3.856,6.0
tm436266,Born Racer,MOVIE,2018,R,88,"['drama', 'action', 'documentation']",['NZ'],tt6936350,6.1,2.736,7.7
tm411257,Kevin James: Never Don't Give Up,MOVIE,2018,PG,62,['comedy'],['US'],tt8324578,6.1,4.617,6.3
ts81886,All About the Washingtons,SHOW,2018,TV-G,23,"['comedy', 'music']",['US'],tt7661368,4.8,1.987,4.6
tm425748,Cook Off,MOVIE,2017,PG,116,"['comedy', 'romance']",['ZW'],tt7981318,6.1,1.397,6.1
ts77219,Part-Time Idol,SHOW,2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],tt8835780,6.7,5.068,8.5
tm321149,Fishtronaut: The Movie,MOVIE,2018,G,88,"['animation', 'family']",['BR'],tt7804254,7.5,5.268,7.7
tm313424,Pad Man,MOVIE,2018,PG-13,140,"['comedy', 'drama']",['IN'],tt7218518,7.9,9.062,7.4
ts75320,A Boy Named Flora A,SHOW,2017,TV-MA,89,"['drama', 'comedy']",['TW'],tt6284014,7.9,1.684,6.6
tm351171,My Travel Buddy,MOVIE,2017,PG-13,115,['comedy'],['TR'],tt7535792,6.1,4.757,5.8
ts57913,Strongest Deliveryman,SHOW,2017,TV-MA,55,"['drama', 'romance']",['KR'],tt7022748,7.4,6.359,6.8
tm322200,Superlopez,MOVIE,2018,G,108,"['comedy', 'scifi', 'action', 'european']",['ES'],tt4110388,5.4,10.67,5.3
